holdout,policy_id,robust_score,mean_f1,mean_recall,mean_precision,valid_cluster_rate,mean_seed_jaccard
1GQY,mcc_rank_count_eps5_ms3_min3_mean_score_sqrt_size,0.4113389177120548,0.12487203206907185,0.07692307692307693,0.34145021645021645,1.0,0.5833333333333334
1GQY,mcc_rank_count_eps6_ms3_min3_mean_score,0.29276428486226047,0.12069881201956674,0.07692307692307693,0.3037518037518038,1.0,0.12962962962962962
1GQY,mcc_rank_count_eps6_ms3_min3_mean_score_sqrt_size,0.3705727465403431,0.11943797671617824,0.07692307692307693,0.275974025974026,1.0,0.44907407407407407
1GQY,mcc_rank_count_eps7_ms3_min3_mean_score,0.3011393548163872,0.09766850898926371,0.05982905982905983,0.31587301587301586,1.0,0.2777777777777778
1GQY,mcc_rank_count_eps7_ms3_min3_mean_score_sqrt_size,0.36351658705519685,0.11343158189519377,0.07692307692307693,0.22142857142857142,1.0,0.4522417153996101
1GQY,mcc_rank_fraction_eps5_ms3_min3_mean_score,0.4722248794439818,0.17563388991960419,0.11965811965811965,0.3416666666666667,1.0,0.530214424951267
1GQY,mcc_rank_fraction_eps5_ms3_min3_mean_score_sqrt_size,0.4722248794439818,0.17563388991960419,0.11965811965811965,0.3416666666666667,1.0,0.530214424951267
1GQY,mcc_rank_fraction_eps6_ms3_min3_mean_score,0.3247678721481243,0.16790931684548707,0.1111111111111111,0.4668803418803419,1.0,0.0
1GQY,mcc_rank_fraction_eps6_ms3_min3_mean_score_sqrt_size,0.4776044650060748,0.1590612777053455,0.1282051282051282,0.21153846153846154,1.0,0.6412698412698412
1GQY,mcc_rank_fraction_eps7_ms3_min3_mean_score,0.41045083517515474,0.17663817663817663,0.1282051282051282,0.405982905982906,1.0,0.2857142857142857
1GQY,mcc_rank_fraction_eps7_ms3_min3_mean_score_sqrt_size,0.4776044650060748,0.1590612777053455,0.1282051282051282,0.21153846153846154,1.0,0.6412698412698412
1GQY,mcc_rank_chain_fraction_eps5_ms3_min3_mean_score,0.48138154876893907,0.18380811444074482,0.11965811965811965,0.4060846560846561,1.0,0.5236111111111111
1GQY,mcc_rank_chain_fraction_eps5_ms3_min3_mean_score_sqrt_size,0.4097011998887377,0.18267432759267227,0.11965811965811965,0.39126984126984127,1.0,0.24444444444444444
1GQY,mcc_rank_chain_fraction_eps6_ms3_min3_mean_score,0.4607630001015622,0.17555984142290793,0.1282051282051282,0.294011544011544,1.0,0.4855555555555556
1GQY,mcc_rank_chain_fraction_eps6_ms3_min3_mean_score_sqrt_size,0.3896441156615364,0.16767162866654103,0.1282051282051282,0.24284195336826914,1.0,0.24
