holdout,policy_id,robust_score,mean_f1,mean_recall,mean_precision,valid_cluster_rate,mean_seed_jaccard
3FU8,mcc_rank_fraction_eps7_ms3_min3_mean_score,0.41911237296282955,0.18639719984656694,0.5555555555555556,0.13142297297895023,1.0,0.2532471113116274
3FU8,mcc_rank_fraction_eps7_ms3_min3_mean_score_sqrt_size,0.41911237296282955,0.18639719984656694,0.5555555555555556,0.13142297297895023,1.0,0.2532471113116274
3FU8,mcc_rank_chain_fraction_eps5_ms3_min3_mean_score,0.4144926281652154,0.14283249956874247,0.13333333333333333,0.1719924812030075,1.0,0.49086257309941517
3FU8,mcc_rank_chain_fraction_eps5_ms3_min3_mean_score_sqrt_size,0.451426514022306,0.1688380366328542,0.24444444444444444,0.13746251874062967,1.0,0.49843163524620665
3FU8,mcc_rank_chain_fraction_eps6_ms3_min3_mean_score,0.46773881353129493,0.1954398238113745,0.4,0.14413992869875222,1.0,0.3961217902394373
3FU8,mcc_rank_chain_fraction_eps6_ms3_min3_mean_score_sqrt_size,0.46773881353129493,0.1954398238113745,0.4,0.14413992869875222,1.0,0.3961217902394373
3FU8,mcc_rank_chain_fraction_eps7_ms3_min3_mean_score,0.4271726449254843,0.19407587745993102,0.5555555555555556,0.13964646464646463,1.0,0.2428956228956229
3FU8,mcc_rank_chain_fraction_eps7_ms3_min3_mean_score_sqrt_size,0.4271726449254843,0.19407587745993102,0.5555555555555556,0.13964646464646463,1.0,0.2428956228956229
3FU8,fixed_rank_fraction_0p06_eps5_ms3_min3_mean_score,0.412055515918705,0.17751084417751084,0.2,0.16450216450216448,1.0,0.2898550724637681
3FU8,fixed_rank_fraction_0p06_eps5_ms3_min3_mean_score_sqrt_size,0.5646054165032859,0.18527098527098526,0.22222222222222224,0.15894660894660895,1.0,0.8530961791831357
3FU8,fixed_rank_fraction_0p06_eps6_ms3_min3_mean_score,0.5635493424882533,0.22889065536124362,0.35555555555555557,0.17087542087542087,1.0,0.6232943469785575
3FU8,fixed_rank_fraction_0p06_eps6_ms3_min3_mean_score_sqrt_size,0.5635493424882533,0.22889065536124362,0.35555555555555557,0.17087542087542087,1.0,0.6232943469785575
3FU8,fixed_rank_fraction_0p06_eps7_ms3_min3_mean_score,0.5488138170143652,0.22380714047380715,0.35555555555555557,0.1658896658896659,1.0,0.5905600722673894
3FU8,fixed_rank_fraction_0p06_eps7_ms3_min3_mean_score_sqrt_size,0.5488138170143652,0.22380714047380715,0.35555555555555557,0.1658896658896659,1.0,0.5905600722673894
