replicate,frame,rmsd_nm
replicate_01,193,4.001374244689941
replicate_01,194,4.013175010681152
replicate_01,195,4.008466720581055
replicate_01,196,4.005702018737793
replicate_01,197,3.9929327964782715
replicate_01,198,4.00379753112793
replicate_01,199,4.011965274810791
replicate_01,200,4.007779598236084
replicate_01,201,4.001379013061523
replicate_01,202,4.013880252838135
replicate_01,203,4.012202739715576
replicate_01,204,4.015718936920166
replicate_01,205,4.010921955108643
replicate_01,206,4.018817901611328
replicate_01,207,4.022313594818115
replicate_01,208,4.008892059326172
replicate_01,209,4.007833003997803
replicate_01,210,4.005161285400391
replicate_01,211,4.0123090744018555
replicate_01,212,4.017472267150879
replicate_01,213,4.018683433532715
replicate_01,214,4.007796287536621
replicate_01,215,4.0128960609436035
replicate_01,216,4.020089626312256
replicate_01,217,4.0138020515441895
replicate_01,218,4.016473293304443
replicate_01,219,4.007816314697266
replicate_01,220,3.9974801540374756
replicate_01,221,4.003702640533447
replicate_01,222,0.7998979687690735
replicate_01,223,0.7771146893501282
replicate_01,224,0.8059404492378235
replicate_01,225,0.8133193254470825
replicate_01,226,0.8629842400550842
replicate_01,227,4.00291633605957
replicate_01,228,0.8431326150894165
replicate_01,229,3.9970357418060303
replicate_01,230,3.9925193786621094
replicate_01,231,0.7492280006408691
replicate_01,232,3.9994056224823
replicate_01,233,4.004380702972412
replicate_01,234,4.015584945678711
replicate_01,235,0.7672329545021057
replicate_01,236,0.7378993034362793
replicate_01,237,0.7623994946479797
replicate_01,238,0.8042332530021667
replicate_01,239,0.7980528473854065
replicate_01,240,0.7513258457183838
replicate_01,241,0.7529608607292175
replicate_01,242,0.7950403094291687
replicate_01,243,0.8115754127502441
replicate_01,244,0.7683181166648865
replicate_01,245,0.7669891119003296
replicate_01,246,0.8189765810966492
replicate_01,247,0.805265486240387
replicate_01,248,0.8483618497848511
replicate_01,249,0.8058661818504333
replicate_02,0,0.0
replicate_02,1,0.12096372991800308
replicate_02,2,0.1524563431739807
replicate_02,3,0.16294333338737488
replicate_02,4,0.22926460206508636
replicate_02,5,0.22067151963710785
replicate_02,6,0.2926570475101471
replicate_02,7,0.2955998480319977
replicate_02,8,0.2921195924282074
replicate_02,9,0.25320225954055786
replicate_02,10,0.2564910054206848
replicate_02,11,0.31416383385658264
replicate_02,12,0.3334081470966339
replicate_02,13,0.3709336817264557
replicate_02,14,4.0516133308410645
replicate_02,15,4.063683032989502
replicate_02,16,0.3945140838623047
replicate_02,17,4.055009365081787
replicate_02,18,0.3712899088859558
replicate_02,19,0.36418116092681885
replicate_02,20,0.3883647322654724
replicate_02,21,0.40022018551826477
replicate_02,22,0.3851463496685028
replicate_02,23,0.34546729922294617
replicate_02,24,0.3006037175655365
replicate_02,25,0.34123915433883667
replicate_02,26,0.31744176149368286
replicate_02,27,0.3706645965576172
replicate_02,28,0.40318217873573303
replicate_02,29,0.3647218346595764
replicate_02,30,0.3616311252117157
replicate_02,31,0.4056616425514221
replicate_02,32,0.4084315299987793
replicate_02,33,0.32665881514549255
replicate_02,34,0.32118362188339233
replicate_02,35,0.3263608515262604
replicate_02,36,0.3976377844810486
replicate_02,37,0.36648210883140564
replicate_02,38,0.35524964332580566
replicate_02,39,0.36037352681159973
replicate_02,40,0.37261107563972473
