replicate,frame,time_ns,rmsd_nm
replicate_01,137,13.700000000000001,0.27639204263687134
replicate_01,138,13.8,0.2793456017971039
replicate_01,139,13.9,0.26928403973579407
replicate_01,140,14.0,0.28299298882484436
replicate_01,141,14.100000000000001,0.27414217591285706
replicate_01,142,14.200000000000001,0.27518922090530396
replicate_01,143,14.3,0.269004762172699
replicate_01,144,14.4,0.284150630235672
replicate_01,145,14.5,0.2771271765232086
replicate_01,146,14.600000000000001,0.2793431282043457
replicate_01,147,14.700000000000001,0.282624751329422
replicate_01,148,14.8,0.27242612838745117
replicate_01,149,14.9,0.2895934581756592
replicate_01,150,15.0,0.27341416478157043
replicate_01,151,15.100000000000001,0.27478793263435364
replicate_01,152,15.200000000000001,0.2751415967941284
replicate_01,153,15.3,0.26829108595848083
replicate_01,154,15.4,0.27505385875701904
replicate_01,155,15.5,0.28659874200820923
replicate_01,156,15.600000000000001,0.27980196475982666
replicate_01,157,15.700000000000001,0.29450997710227966
replicate_01,158,15.8,0.2758725583553314
replicate_01,159,15.9,0.27631717920303345
replicate_01,160,16.0,0.27597254514694214
replicate_01,161,16.1,0.29422885179519653
replicate_01,162,16.2,0.28550657629966736
replicate_01,163,16.3,0.2862929701805115
replicate_01,164,16.400000000000002,0.27610746026039124
replicate_01,165,16.5,0.27356547117233276
replicate_01,166,16.6,0.2728409767150879
replicate_01,167,16.7,0.2736763656139374
replicate_01,168,16.8,0.2868392765522003
replicate_01,169,16.900000000000002,0.28566354513168335
replicate_01,170,17.0,0.2816077768802643
replicate_01,171,17.1,0.2876148223876953
replicate_01,172,17.2,0.3036598265171051
replicate_01,173,17.3,0.30460768938064575
replicate_01,174,17.400000000000002,0.2915775775909424
replicate_01,175,17.5,0.29035690426826477
replicate_01,176,17.6,0.30055058002471924
replicate_01,177,17.7,0.2956971824169159
replicate_01,178,17.8,0.28617972135543823
replicate_01,179,17.900000000000002,0.29153972864151
replicate_01,180,18.0,0.29699578881263733
replicate_01,181,18.1,0.2910757064819336
replicate_01,182,18.2,0.2886369228363037
replicate_01,183,18.3,0.28284183144569397
replicate_01,184,18.400000000000002,0.2851730287075043
replicate_01,185,18.5,0.2811470031738281
replicate_01,186,18.6,0.29171237349510193
replicate_01,187,18.7,0.288397878408432
replicate_01,188,18.8,0.2869666814804077
replicate_01,189,18.900000000000002,0.29400140047073364
replicate_01,190,19.0,0.2806952893733978
replicate_01,191,19.1,0.2799350321292877
replicate_01,192,19.200000000000003,0.28436172008514404
replicate_01,193,19.3,0.2778801918029785
replicate_01,194,19.400000000000002,0.2765965759754181
replicate_01,195,19.5,0.2854437530040741
replicate_01,196,19.6,0.2840341031551361
replicate_01,197,19.700000000000003,0.2816053330898285
replicate_01,198,19.8,0.2681959569454193
replicate_01,199,19.900000000000002,0.2735427916049957
replicate_01,200,20.0,0.27582255005836487
replicate_01,201,20.1,0.27422013878822327
replicate_01,202,20.200000000000003,0.2693122327327728
replicate_01,203,20.3,0.2781877815723419
replicate_01,204,20.400000000000002,0.27110904455184937
replicate_01,205,20.5,0.27485570311546326
replicate_01,206,20.6,0.27465489506721497
replicate_01,207,20.700000000000003,0.29222023487091064
replicate_01,208,20.8,0.2754397392272949
replicate_01,209,20.900000000000002,0.2754722833633423
replicate_01,210,21.0,0.2747402489185333
replicate_01,211,21.1,0.28370368480682373
replicate_01,212,21.200000000000003,0.2875956594944
replicate_01,213,21.3,0.2854485809803009
replicate_01,214,21.400000000000002,0.2733258605003357
replicate_01,215,21.5,0.2884671986103058
replicate_01,216,21.6,0.2857818007469177
replicate_01,217,21.700000000000003,0.28592658042907715
replicate_01,218,21.8,0.28335827589035034
replicate_01,219,21.900000000000002,0.27214497327804565
replicate_01,220,22.0,0.2798635959625244
replicate_01,221,22.1,0.279459148645401
replicate_01,222,22.200000000000003,0.2809482216835022
replicate_01,223,22.3,0.26925843954086304
replicate_01,224,22.400000000000002,0.2797674536705017
replicate_01,225,22.5,0.2766364812850952
replicate_01,226,22.6,0.2881682217121124
replicate_01,227,22.700000000000003,0.28482699394226074
replicate_01,228,22.8,0.28876110911369324
replicate_01,229,22.900000000000002,0.2731214165687561
replicate_01,230,23.0,0.27405664324760437
replicate_01,231,23.1,0.2794196605682373
replicate_01,232,23.200000000000003,0.278522253036499
replicate_01,233,23.3,0.28645431995391846
replicate_01,234,23.400000000000002,0.28874439001083374
replicate_01,235,23.5,0.2954031825065613
replicate_01,236,23.6,0.28044208884239197
replicate_01,237,23.700000000000003,0.27315422892570496
replicate_01,238,23.8,0.2799990773200989
replicate_01,239,23.900000000000002,0.2792418897151947
replicate_01,240,24.0,0.27390056848526
replicate_01,241,24.1,0.27678602933883667
replicate_01,242,24.200000000000003,0.2841627597808838
replicate_01,243,24.3,0.287998229265213
replicate_01,244,24.400000000000002,0.277557373046875
replicate_01,245,24.5,0.28700271248817444
replicate_01,246,24.6,0.28659874200820923
replicate_01,247,24.700000000000003,0.2821314036846161
replicate_01,248,24.8,0.28694024682044983
replicate_01,249,24.900000000000002,0.28681042790412903
replicate_02,0,0.0,0.0
replicate_02,1,0.1,0.11064761132001877
replicate_02,2,0.2,0.1476537138223648
replicate_02,3,0.30000000000000004,0.16173715889453888
replicate_02,4,0.4,0.18436947464942932
replicate_02,5,0.5,0.16747711598873138
replicate_02,6,0.6000000000000001,0.15669956803321838
replicate_02,7,0.7000000000000001,0.1874816119670868
replicate_02,8,0.8,0.18230806291103363
replicate_02,9,0.9,0.17339308559894562
replicate_02,10,1.0,0.17502805590629578
replicate_02,11,1.1,0.1917012482881546
replicate_02,12,1.2000000000000002,0.17655417323112488
replicate_02,13,1.3,0.18739329278469086
replicate_02,14,1.4000000000000001,0.18128378689289093
replicate_02,15,1.5,0.17834973335266113
replicate_02,16,1.6,0.15696780383586884
replicate_02,17,1.7000000000000002,0.16832327842712402
replicate_02,18,1.8,0.18656709790229797
replicate_02,19,1.9000000000000001,0.1625792533159256
replicate_02,20,2.0,0.18253111839294434
replicate_02,21,2.1,0.18251977860927582
replicate_02,22,2.2,0.1922401338815689
replicate_02,23,2.3000000000000003,0.16897757351398468
replicate_02,24,2.4000000000000004,0.18390503525733948
replicate_02,25,2.5,0.2036404311656952
replicate_02,26,2.6,0.17867811024188995
replicate_02,27,2.7,0.195382222533226
replicate_02,28,2.8000000000000003,0.17690929770469666
replicate_02,29,2.9000000000000004,0.17823368310928345
replicate_02,30,3.0,0.18077710270881653
replicate_02,31,3.1,0.19399715960025787
replicate_02,32,3.2,0.1993241012096405
replicate_02,33,3.3000000000000003,0.19747129082679749
replicate_02,34,3.4000000000000004,0.2116514891386032
replicate_02,35,3.5,0.19501124322414398
replicate_02,36,3.6,0.1915968954563141
replicate_02,37,3.7,0.19795267283916473
replicate_02,38,3.8000000000000003,0.19438426196575165
replicate_02,39,3.9000000000000004,0.18161825835704803
replicate_02,40,4.0,0.17411546409130096
